hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),W4Efsd (6),UsdlK,FQ2IWe src,ah5Ghc,ah5Ghc (2),A1zNzb href,J8zHNe,bbPy1,AJB7ye,AJB7ye (2),Jn12ke src,ah5Ghc (3),ah5Ghc (4),ah5Ghc (5),doJOZc,W4Efsd (7),W4Efsd (8),A1zNzb href (2),J8zHNe (2),bbPy1 (2)
https://www.google.com/maps/place/%E8%82%89%E6%A1%82%E6%A8%B9+%E6%B0%B8%E5%BA%B7%E5%BA%97/data=!4m7!3m6!1s0x3442a99eb1b0d51b:0x977c43fc6a74b64c!8m2!3d25.0312988!4d121.5300035!16s%2Fg%2F11tx3rs3bd!19sChIJG9WwsZ6pQjQRTLZ0avxDfJc?authuser=0&hl=zh-TW&rclk=1,肉桂樹 永康店,4.8,(290),麵包西餅店,金華街243巷42號,營業中,· 打烊時間：20:00,·,02 7702 3317,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3gZU6CKcQuzP4NnUMdWZvYRvufIuTfGWvmWxWjEuXnLSBS7GAsEwMDslw3GPnm42k4Qzb-sfI62qsNZDIJ4MAsIReZdT-YJhpercP9MKvNdqQoZTR0mJbTFSX4KweMFG8j9_d9Q=w92-h92-k-no,"""",肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11tx3rs3bd&g2lbs=AO8LyOK6ScU17Oh6jgsXUgctIXscdM9-T3RjxnX8WXA6_tN4Mc44SGbbIFjXckECt-o9yIq0F6X0vImm494nqzKAzhB685mXPM60jJdpX00PtrF5H8mXtPw%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=X9E7acq_K-rU1e8P2pSQ4AY&ei=X9E7acq_K-rU1e8P2pSQ4AY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$1-200,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"味道超香，熱熱的吃真的很好吃，上面的焦糖也很多，超級無敵能撫慰心靈""",,,,,,,,
https://www.google.com/maps/place/%E8%82%89%E6%A1%82%E6%A8%B9+The+Cinnamon+Tree+%E8%82%89%E6%A1%82%E6%8D%B2-%E5%B8%AB%E5%A4%A7%E5%BA%97/data=!4m7!3m6!1s0x3442a9144721f361:0xf5b5e3735d39cf36!8m2!3d25.0243025!4d121.5287731!16s%2Fg%2F11s1bbl61w!19sChIJYfMhRxSpQjQRNs85XXPjtfU?authuser=0&hl=zh-TW&rclk=1,肉桂樹 The Cinnamon Tree 肉桂捲-師大店,4.7,(490),咖啡廳,師大路49巷3號1樓,營業中,· 打烊時間：21:00,·,02 2367 5557,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1OztpZrmzozIYqjNGuo1bSgHnDLp3yNLULVXyzyPKPk6jULexvGMLPM-cQIMEWebEPFwipn3vtumADgc2lVv8VcdUn1Nsk3oXSjI6r2hA-CQYeCeNLn_k4OG6Wg6lwaxXrRKn=w80-h164-k-no,"""",肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11s1bbl61w&g2lbs=AO8LyOLFm3ifJrsCuXnMvTSpkRsEDTnTwgEagbw6yYq7QtIrcIR_Z4Cww3K7AosV-S1qPsFsfG_mdDUkHA6eSvBpTVnjvRPOYvttFx99ARNv-ZLBUFe7QlM%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=X9E7acq_K-rU1e8P2pSQ4AY&ei=X9E7acq_K-rU1e8P2pSQ4AY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$1-200,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"也好吃還會幫忙加熱，適合拿著到旁邊的公園找張椅子坐著吃～～""",,,,,,,,
https://www.google.com/maps/place/Timchi%E2%80%99s%E9%80%B1%E6%9C%AB%E8%82%89%E6%A1%82%E6%8D%B2+%E9%A0%90%E7%B4%84%E5%88%B6+%E8%A8%82%E8%B3%BC%E8%AB%8B%E5%8A%A0+LINE+ID+:+@timchi4522/data=!4m7!3m6!1s0x3442ab13b8d6cc93:0x360457876432700c!8m2!3d25.0539266!4d121.6151996!16s%2Fg%2F11rrr1v1qd!19sChIJk8zWuBOrQjQRDHAyZIdXBDY?authuser=0&hl=zh-TW&rclk=1,Timchi’s週末肉桂捲 預約制 訂購請加 LINE ID : @timchi4522,5.0,(962),麵包西餅店,·,營業中,· 打烊時間：19:00,中南街50號,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxOgc6-whJk48A-M-uxcgmbhVsQ_n_BU_Os_8emWR3qsvwgDQowfGlxa871-gwA0V5uR6r9A5nySRLnRCqpkqSrd5mKg5dz3rjHMTVgINF4E5waOZOq5xsU13XxUu7prVdebkC=w80-h106-k-no,"""",肉桂捲,,,,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,的,肉桂,"味很濃，甜度濕度剛剛好，吃完一個也不會膩。""",,,,,,
https://www.google.com/maps/place/Forty4Cafe+%E6%B0%B8%E6%98%A5%E5%BA%97+%7C+%E8%82%89%E6%A1%82%E6%8D%B2%E5%B0%88%E9%96%80/data=!4m7!3m6!1s0x3442abe8ffd8ad67:0xa621f3920b940c14!8m2!3d25.0403853!4d121.5763823!16s%2Fg%2F11yfq33ms4!19sChIJZ63Y_-irQjQRFAyUC5LzIaY?authuser=0&hl=zh-TW&rclk=1,Forty4Cafe 永春店 | 肉桂捲專門,5.0,(92),咖啡店,虎林街132巷16號一樓,營業中,· 打烊時間：20:00,·,0903 503 420,https://lh3.googleusercontent.com/p/AF1QipOVoJkecaaRP4quag9MSvUK4QcyEoBkQTQan1VJ=w138-h92-k-no,"""",肉桂捲,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"好吃，好看又好拍
生椰雲朵美式超順口""",,,,,,,,
https://www.google.com/maps/place/by+CF+%E6%89%8B%E5%B7%A5%E8%82%89%E6%A1%82%E6%8D%B2%EF%BC%88%E8%8A%9D%E5%B1%B1%E7%AB%99%EF%BC%89/data=!4m7!3m6!1s0x3442afd02f36686f:0x7d5f7ad9062ee063!8m2!3d25.103013!4d121.521112!16s%2Fg%2F11ptzm_d5n!19sChIJb2g2L9CvQjQRY-AuBtl6X30?authuser=0&hl=zh-TW&rclk=1,by CF 手工肉桂捲（芝山站）,4.6,(191),甜品店,·,營業中,· 打烊時間：19:30,福華路147巷25號,02 2832 0858,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzHnipvxPEDOMGLHjGQ1cenZJRIltwvqyO25-S8ey5sxRxutEu9ugCx0EhsEheYep34uq-4jtP8mZmicy68lcr28hlMV-35zX-RQIz7E55aEJf7bqI_LDvwxlJy1mCyFZo0FL2e5w=w80-h106-k-no,"""大推黑糖核桃",肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11ptzm_d5n&g2lbs=AO8LyOKoAPPdZ0BZRHFN-d_x7_JJg9mZqrfWMhZb3hcltvWeWd4R6eopZoH3oNBOXFjRTtCzYYr3l4M6JQZvOC3WTnQli1-c7nj9iTtzmqUJbRVvn28mVE4%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=X9E7acq_K-rU1e8P2pSQ4AY&ei=X9E7acq_K-rU1e8P2pSQ4AY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,，,肉桂捲,"整體不會過於辛辣也不過甜，麵包體濕潤且核桃酥脆。""",,·,,,,
https://www.google.com/maps/place/%E8%82%89%E6%A1%82%E6%8D%B2%E3%82%B7%E3%83%8A%E3%83%A2%E3%83%B3%E3%83%AD%E3%83%BC%E3%83%AB%E8%A3%BD%E4%BD%9C%E6%89%80+%E9%9B%99%E9%80%A3%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442a9e8ddc371c9:0xcc563b16786e515a!8m2!3d25.0583064!4d121.5191329!16s%2Fg%2F11sw2b9r93!19sChIJyXHD3eipQjQRWlFueBY7Vsw?authuser=0&hl=zh-TW&rclk=1,肉桂捲シナモンロール製作所 雙連門市,4.5,(259),麵包西餅店,雙連街19號,營業中,· 打烊時間：20:00,·,02 2557 5005,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfnNk-YocX7tooMBU7Ip5-FEsK0kry0mu4VFcEPuvamw6SP1lLUhheu1L7SseIeGnGRMqWocyK_yihYm59hiKd_r6IGJ-gWF9d_lCAxITkQIDB5RMayoMSt8PDnr2Tya1eABYm=w92-h92-k-no,"""",肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11sw2b9r93&g2lbs=AO8LyOL7l0bpk_XaoQS2AvNhj6PMNFkq_QQNPda0Us1gEUzCt8Mb9ZCAJmRdxfwwzvDxEiwPLaorfBHiTjEcun17e27Ugk8Ucc9IziSlY49ARDE-PkRHnog%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=X9E7acq_K-rU1e8P2pSQ4AY&ei=X9E7acq_K-rU1e8P2pSQ4AY&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$1-200,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"好香，好好吃，有特殊口味都想來一個試試：D""",,,,,,,,
https://www.google.com/maps/place/The+Platypus+Caf%C3%A9/data=!4m7!3m6!1s0x3442ad6fd36a9917:0x516e285d7f9168d6!8m2!3d25.0717975!4d121.5781498!16s%2Fg%2F11rtqbsqgz!19sChIJF5lq02-tQjQR1miRf10oblE?authuser=0&hl=zh-TW&rclk=1,The Platypus Café,4.7,(185),咖啡店,陽光街321巷40號,營業中,· 打烊時間：18:00,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyWSGt-oljd7Qnut-lNIB3XrhJ_zvyGA9yznMuk_0VWI3uShOwB4Wnppx8v5odap5EMrXlberwKUtSJ3kTxiJTnTtzZWUeEgQ5_7jNAj1hv2qJAUpEBwHmpTwVEsSbUwiuA-Z7d9g=w163-h92-k-no,"""可麗露、",肉桂捲,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"、微醺提拉米蘇都非常美味，提拉米蘇酒味如果再濃一點會更讚""",,,,,,,,
https://www.google.com/maps/place/%E5%9C%A8%E5%B1%B1%E9%87%8E%E5%B0%8D%E8%A9%B1/data=!4m7!3m6!1s0x3442ac6363ed8487:0x3a0b826b8f389f0a!8m2!3d25.0780797!4d121.5772581!16s%2Fg%2F11b6r_dljk!19sChIJh4TtY2OsQjQRCp84j2uCCzo?authuser=0&hl=zh-TW&rclk=1,在山野對話,4.5,(361),咖啡廳,·,即將打烊,：17:00 · 開始營業時間：週一12:00,港墘路127巷16弄10號,02 2658 9906,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhmibnbHzis0eREDXUseJIlo7CHvf5EjlZ5bqQRj25gHQY5WRnwWtrCVuWMpcVfyObDyaphQniRLaCPS89I2CaZ9J5FdjiCvWX3zyUwjmx7pDFOGQSbDw1h_jG3DDzUKw6GcH2jA=w80-h106-k-no,"""點了黑糖",肉桂,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"拿鐵，加價的早餐也好好吃，鬆軟的麵包沾太陽蛋蛋黃，無比美味。""",,,,·,,,,
https://www.google.com/maps/place/Forty4Cafe+%E5%85%A7%E6%B9%96%E5%BA%97/data=!4m7!3m6!1s0x3442ad44f582946f:0x60fe6de2e18463fe!8m2!3d25.0784739!4d121.5958032!16s%2Fg%2F11tcw6rvdl!19sChIJb5SC9UStQjQR_mOE4eJt_mA?authuser=0&hl=zh-TW&rclk=1,Forty4Cafe 內湖店,4.9,(256),咖啡店,康寧路一段181巷1號,營業中,· 打烊時間：19:00,·,0926 851 129,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxu0PosC1KsH0xdzMjLls9E_UaeGTfBIy_vfOy7dEGnwAgIb1odqLPofq0QmeMvdHtDWbrpPfI5050XMmMfJCMQfqce_-gwGONnmgBLu2JDLCKrPk4pPX-n9s7s1AgLpsgBIQqj=w122-h92-k-no,購物者瀏覽過：,肉桂捲,,,,·,$1-200,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,,,,,
https://www.google.com/maps/place/Twin+Brothers+Coffee/data=!4m7!3m6!1s0x3442abc4c4d797db:0xb520432c7ef4509d!8m2!3d25.0497608!4d121.5179966!16s%2Fg%2F11ggzbt777!19sChIJ25fXxMSrQjQRnVD0fixDILU?authuser=0&hl=zh-TW&rclk=1,Twin Brothers Coffee,4.6,"(3,352)",咖啡店,·,營業中,· 打烊時間：19:00,華陰街77號,02 2550 9298,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxutN1KDW-M0yCF0ihwj8_TP7MfVLmujXNAcaieBIxMqkxmXoW1qrZ59a3iIXtO9NR0dHDgonlbfPN0lEeWWQgP095vV5kYuKuAsih39DE1zSALS9gqs6C4951WJ2HsEWdt2rfXkA=w163-h92-k-no,購物者瀏覽過：,肉桂捲,,,,·,$1-200,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,提供熱飲和點心的時尚咖啡廳,·,,,
https://www.google.com/maps/place/%E8%98%8B%E6%9E%9C%E8%82%89%E6%A1%82+Caf%C3%A9+%26+Bistro/data=!4m7!3m6!1s0x3442aba69a736d7d:0x5fa723326134851c!8m2!3d25.0373993!4d121.5776433!16s%2Fg%2F1pzs96z5r!19sChIJfW1zmqarQjQRHIU0YTIjp18?authuser=0&hl=zh-TW&rclk=1,蘋果肉桂 Café & Bistro,4.6,"(1,078)",咖啡廳,·,營業中,· 打烊時間：21:00,松山路540巷3弄4號,02 2727 0304,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyELZWP_-GGKx5jko2_qzM10I50I48vtQM4nCbY_TyOOyTx1z8BFvkjZno1YyZEmioob-BsKXj78wl7Wncn9jd8Uiv1EcJHyHFUJgJbM--xugLWmYkVfpFpTf7okRo8Qq3CnQ=w92-h92-k-no,"""蘋果派",肉桂捲,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"都好吃，口味偏甜但不膩，另外花生醬拿鐵挺特別，可以嘗試。""",,,,供應飲品和輕食的時尚餐廳,·,,,
https://www.google.com/maps/place/O%C3%99+DESSERT+%E7%94%9C%E9%BB%9E%E5%9C%A8%E9%82%A3%E8%A3%A1+%EF%BD%9CKaffa+Caf%C3%A9+%E5%92%96%E5%95%A1%EF%BD%9CBakery+%7C+LUNCH/data=!4m7!3m6!1s0x3442ac6cab57081f:0x7296174058b82099!8m2!3d25.0854421!4d121.5598711!16s%2Fg%2F12m967yk1!19sChIJHwhXq2ysQjQRmSC4WEAXlnI?authuser=0&hl=zh-TW&rclk=1,OÙ DESSERT 甜點在那裡 ｜Kaffa Café 咖啡｜Bakery | LUNCH,4.7,(119),麵包西餅店,文湖街7-3號,營業中,· 打烊時間：18:30,·,02 2656 1780,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZpG-qT124j7IRyzdR96SsTijyCcuSym5uP72R0acPk8SNXOaEvzr3mLevl0wErxL6ZkG4waxWJqH2RrUMF8glq4OCuXS2JHrZuG5x1Lcr4uw3JlXS14-9QzLuMnkdpeWHuhRN=w122-h92-k-no,"""來嚐",肉桂捲,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"真的很喜歡
第一次吃到加上焦糖醬
超犯規
好搭 好好吃🤤""",,,,,,,,
https://www.google.com/maps/place/Boulangerie+Ours/data=!4m7!3m6!1s0x3442ab6ae0f83e0b:0x45bfaf9da43c9f0e!8m2!3d25.0256244!4d121.5479493!16s%2Fg%2F11hq0cwkz0!19sChIJCz744GqrQjQRDp88pJ2vv0U?authuser=0&hl=zh-TW&rclk=1,Boulangerie Ours,4.7,(479),麵包西餅店,·,營業中,· 打烊時間：18:00,四維路375-3號一樓,02 2707 5033,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwLr_qkf_eqCF5qFdLvzNLl1iIGHBMTKqCmNh_LrnF4sETaHsmHAQpL13qbqXxZIOdybigYF3i7OfllA6a_eVuXkWSWm3U35DJ3W66nQckimsc5jqUeRVK-41YLhTAFPFYtTEuk0Q=w80-h106-k-no,購物者瀏覽過：,肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11hq0cwkz0&g2lbs=AO8LyOKPkrSEGLF2OB-q864UsdHOsthOvyP0ik2QwA1femnq_ptvHMW-Rk6tcdD5TZxbklSCR--UTCwW_GaABY-F6gR4UL9ONykLeNYdSsf-dfAE_f4JLDI%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=bdE7afqNKKDDvr0P4vnR8Aw&ei=bdE7afqNKKDDvr0P4vnR8Aw&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,供應輕食的愜意烘焙坊,·,,,
https://www.google.com/maps/place/Miss+V+Bakery+Cafe+%E6%95%A6%E5%8C%97%E5%BA%97/data=!4m7!3m6!1s0x3442abef7db24493:0x4892ecc2279f3f33!8m2!3d25.0591107!4d121.547428!16s%2Fg%2F11f101cplm!19sChIJk0Syfe-rQjQRMz-fJ8Lskkg?authuser=0&hl=zh-TW&rclk=1,Miss V Bakery Cafe 敦北店,4.2,(762),麵包西餅店,·,營業中,· 打烊時間：18:30,民生東路三段113巷25弄41號1樓,02 8712 3685,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeEOelObHN5qJQdXGLKNGmHtCVGP-A8jQVT9sSym6HcRMntyhUA509Dd9gWl5xQfyzNEfPdq-sYyVe4zKYkPATywdbp_4rbgvaa5bkHNkQBIvjGJR7IsRxLzBB5g10WdZDjoWuQg=w80-h106-k-no,購物者瀏覽過：,肉桂捲,,,,·,$200-400,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,供應輕食和蛋糕的咖啡廳兼烘焙坊,·,,,
https://www.google.com/maps/place/Heritage+Bakery+%26+Cafe/data=!4m7!3m6!1s0x3442a90c8d2761cb:0xcbcf3961545181d1!8m2!3d25.045299!4d121.511842!16s%2Fg%2F11c50p9zq0!19sChIJy2EnjQypQjQR0YFRVGE5z8s?authuser=0&hl=zh-TW&rclk=1,Heritage Bakery & Cafe,4.3,"(2,531)",咖啡廳,·,營業中,· 打烊時間：19:30,漢口街一段73之2號,02 2311 1079,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybUx38izdRKqDiQimPTjo7jDW9fE8Xdm564uYvRJaJUBm8FkV6R8uLhA0-k8UBUvoXk4c6O_XnLxypGUgE0yEOuaVxhgL8whVFLo0rwlrV2vZ0CXRD2sgZLJ7c9ECGwsumVgXU_A=w122-h92-k-no,"""",肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11c50p9zq0&g2lbs=AO8LyOKpmeh5AAis1xzrqVr4IZLZeG1WvCCJt_wcoYth7B0Z_b9AcXmgQsuvXAE6d_LA7HcvhtIW2_aIFAYoQJGEPpL0F4eRVjUXKCYCmZ-6_FTRu1FUQOc%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=bdE7afqNKKDDvr0P4vnR8Aw&ei=bdE7afqNKKDDvr0P4vnR8Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"也好吃😋 乳酪塔味道也不錯，但吃起來比較重口味（焦糖加很多）""",,,,提供精緻甜品的時髦咖啡廳,·,"https://www.google.com/maps/reserve/v/dine/c/H1XGhEqgKkQ?source=pa&opi=79508299&hl=zh-TW&gei=bdE7afqNKKDDvr0P4vnR8Aw&sourceurl=https://www.google.com/search?tbm%3Dmap%26authuser%3D0%26hl%3Dzh-TW%26gl%3Dtw%26pb%3D!4m9!1m3!1d249165.93839415725!2d121.46201214185912!3d25.064912685411315!2m0!3m2!1i1280!2i585!4f13.1!7i20!8i20!10b1!12m26!1m5!18b1!30b1!31m1!1b1!34e1!2m4!5m1!6e2!20e3!39b1!10b1!12b1!13b1!16b1!17m1!3e1!20m4!5e2!6b1!8b1!14b1!46m1!1b0!96b1!99b1!19m4!2m3!1i360!2i120!4i8!20m65!2m2!1i203!2i100!3m2!2i4!5b1!6m6!1m2!1i86!2i86!1m2!1i408!2i240!7m33!1m3!1e1!2b0!3e3!1m3!1e2!2b1!3e2!1m3!1e2!2b0!3e3!1m3!1e8!2b0!3e3!1m3!1e10!2b0!3e3!1m3!1e10!2b1!3e2!1m3!1e10!2b0!3e4!1m3!1e9!2b1!3e2!2b1!9b0!15m16!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!1m7!1m2!1m1!1e2!2m2!1i195!2i195!3i20!22m5!1sV9E7aeqOELa2vr0PzNWJgAc:112!2s1i:0,t:246204,p:V9E7aeqOELa2vr0PzNWJgAc:112!7e81!12e22!17sV9E7aeqOELa2vr0PzNWJgAc:113!24m109!1m30!13m9!2b1!3b1!4b1!6i1!8b1!9b1!14b1!20b1!25b1!18m19!3b1!4b1!5b1!6b1!9b1!13b1!14b1!17b1!20b1!21b1!22b1!27m1!1b0!28b0!32b1!33m1!1b1!34b1!36e2!10m1!8e3!11m1!3e1!14m1!3b0!17b1!20m2!1e3!1e6!24b1!25b1!26b1!27b1!29b1!30m1!2b1!36b1!37b1!39m3!2m2!2i1!3i1!43b1!52b1!54m1!1b1!55b1!56m1!1b1!61m2!1m1!1e1!65m5!3m4!1m3!1m2!1i224!2i298!72m22!1m8!2b1!5b1!7b1!12m4!1b1!2b1!4m1!1e1!4b1!8m10!1m6!4m1!1e1!4m1!1e3!4m1!1e4!3sother_user_google_review_posts__and__hotel_and_vr_partner_review_posts!6m1!1e1!9b1!89b1!98m3!1b1!2b1!3b1!103b1!113b1!114m3!1b1!2m1!1b1!117b1!122m1!1b1!126b1!127b1!26m4!2m3!1i80!2i92!4i8!30m28!1m6!1m2!1i0!2i0!2m2!1i530!2i585!1m6!1m2!1i1230!2i0!2m2!1i1280!2i585!1m6!1m2!1i0!2i0!2m2!1i1280!2i20!1m6!1m2!1i0!2i565!2m2!1i1280!2i585!34m19!2b1!3b1!4b1!6b1!8m6!1b1!3b1!4b1!5b1!6b1!7b1!9b1!12b1!14b1!20b1!23b1!25b1!26b1!31b1!37m1!1e81!42b1!46m1!1e10!47m0!49m10!3b1!6m2!1b1!2b1!7m2!1e3!2b1!8b1!9b1!10e2!50m26!1m21!2m7!1u3!4z54ef5qWt5Lit!5e1!9s0ahUKEwiK66r8z7eRAxVqavUHHVoKBGwQ_KkBCAcoAg!10m2!3m1!1e1!2m7!1u2!4z6KmV5YiG5pyA6auY!5e1!9s0ahUKEwiK66r8z7eRAxVqavUHHVoKBGwQ_KkBCAgoAw!10m2!2m1!1e1!3m1!1u2!3m1!1u3!4BIAE!2e2!3m2!1b1!3b1!59BQ2dBd0Fn!67m5!7b1!10b1!14b1!15m1!1b0!69i761%26q%3D%25E8%2582%2589%25E6%25A1%2582%25E6%258D%25B2%26ech%3D2%26psi%3DV9E7aeqOELa2vr0PzNWJgAc.1765527896960.1","
訂位",
https://www.google.com/maps/place/fly+cafe/data=!4m7!3m6!1s0x3442ab51080fa46f:0x392cc2741b7289e2!8m2!3d25.0548651!4d121.5500698!16s%2Fg%2F11frrygrnv!19sChIJb6QPCFGrQjQR4olyG3TCLDk?authuser=0&hl=zh-TW&rclk=1,fly cafe,3.9,(543),咖啡店,·,營業中,· 打烊時間：18:00,敦化北路165巷1號,02 2784 6899,,"""招牌",肉桂捲,,,,·,$200-400,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"好吃😋現在160元一個～蠻大個的，剛買來熱熱吃～好香柔軟好吃😋""",,,,·,,,,
https://www.google.com/maps/place/Reeds+Coffee+%26+Bakery/data=!4m7!3m6!1s0x3442ac8c1573ad49:0x5149a25e923e0209!8m2!3d25.0799349!4d121.5897048!16s%2Fg%2F11cmqz9s1l!19sChIJSa1zFYysQjQRCQI-kl6iSVE?authuser=0&hl=zh-TW&rclk=1,Reeds Coffee & Bakery,4.3,"(1,060)",咖啡店,·,營業中,· 打烊時間：20:00,成功路三段146號,02 2790 3266,,購物者瀏覽過：,肉桂捲,https://www.google.com/viewer/chooseprovider?mid=/g/11cmqz9s1l&g2lbs=AO8LyOLdm_jkKLm0-GSbD8fctudyBGtDSQU5AWVU72ozvyBuw61ZAX0phyDfoRVEjq4mDyWljBWoyBpRW9Ygw7fqDDhJ5qNvSOFACEoU5OtaY9j_zCoMxC0%3D&hl=zh-Hant-TW&gl=tw&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=bdE7afqNKKDDvr0P4vnR8Aw&ei=bdE7afqNKKDDvr0P4vnR8Aw&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp,"
線上點餐",,·,$200-400,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,供應甜鹹點心的活潑咖啡店,·,,,
https://www.google.com/maps/place/%E6%B0%B8%E5%B8%8C%E5%92%96%E5%95%A1%E6%8E%A2%E7%B4%A2%E5%BA%97%EF%BC%88VIS+A+VIS+COFFEE+FLAG+SHIP+STORE%EF%BC%89%E5%92%96%E5%95%A1%E8%B1%86%E6%8E%A8%E8%96%A6%EF%BD%9C%E5%92%96%E5%95%A1%E8%B1%86%E5%A4%96%E9%80%81%EF%BD%9C%E7%B2%BE%E5%93%81%E6%89%8B%E6%B2%96%EF%BD%9C%E5%92%96%E5%95%A1%E9%AB%94%E9%A9%97%EF%BD%9C%E7%A2%A7%E6%B9%96%E5%85%AC%E5%9C%92/data=!4m7!3m6!1s0x3442ad83f54e4823:0x580e6cc464b7004f!8m2!3d25.0829999!4d121.5809283!16s%2Fg%2F11nrxqfjfp!19sChIJI0hO9YOtQjQRTwC3ZMRsDlg?authuser=0&hl=zh-TW&rclk=1,永希咖啡探索店（VIS A VIS COFFEE FLAG SHIP STORE）咖啡豆推薦｜咖啡豆外送｜精品手沖｜咖啡體驗｜碧湖公園,4.3,(233),咖啡廳,內湖路二段103巷74號1樓,營業中,· 打烊時間：18:30,·,02 2627 0996,,購物者瀏覽過：,肉桂捲,,,,·,$200-400,https://www.gstatic.com/images/icons/material/system_gm/2x/account_circle_filled_googblue_24dp.png,,,,,,,,,
